City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Nyrob,54,RU,1659931979,58,60.733,56.7202,73.98,3.02
Byron Bay,0,AU,1659931885,54,-28.65,153.6167,66.94,14.85
Nouakchott,12,MR,1659931980,85,18.0858,-15.9785,77.38,9.42
Yangi Marg`ilon,5,UZ,1659931980,19,40.4272,71.7189,91.2,10.6
Nouadhibou,1,MR,1659931981,89,20.931,-17.0347,71.67,9.44
Quatre Cocos,18,MU,1659931981,75,-20.2078,57.7625,69.1,9.46
Arrondissement de Mayenne,0,FR,1659931981,66,48.3333,-0.6667,56.64,7.72
Chowchilla,0,US,1659931981,47,37.123,-120.2602,84.43,9.22
Nānākuli,40,US,1659931982,59,21.3906,-158.1547,84.15,13.8
Vila,1,PT,1659931982,89,42.0304,-8.1588,57.7,2.64
Kaeo,20,NZ,1659931982,84,-35.1,173.7833,62.33,4.34
Dicabisagan,100,PH,1659931983,89,17.0818,122.4157,79.52,7.52
Cavalcante,7,BR,1659931983,36,-13.7975,-47.4583,71.89,2.53
Angoche,0,MZ,1659931984,77,-16.2325,39.9086,67.78,5.55
Ziyang,64,CN,1659931984,47,29.2497,117.8547,97.81,1.39
Key West,20,US,1659931865,71,24.5557,-81.7826,87.8,14.97
Camacha,40,PT,1659931984,73,33.0833,-16.3333,67.42,11.5
Fort Nelson,75,CA,1659931985,77,58.8053,-122.7002,60.39,5.75
Vestmannaeyjar,66,IS,1659931985,82,63.4427,-20.2734,51.67,18.37
Valparaíso,0,CL,1659931931,91,-33.0393,-71.6273,51.48,5.75
Namwala,0,ZM,1659931985,49,-15.7504,26.4384,55.4,4.43
Garissa,70,KE,1659931986,82,-0.4536,39.6401,69.51,16.33
Sola,6,VU,1659931986,73,-13.8833,167.55,80.13,3.09
Aksarka,0,RU,1659931986,43,66.5606,67.7975,79.92,10.65
Puerto del Rosario,20,ES,1659931987,88,28.5004,-13.8627,71.35,21.85
Morada Nova,9,BR,1659931987,77,-5.1067,-38.3725,73.99,5.82
Mana,95,GF,1659931987,87,5.6592,-53.7767,78.44,7.23
Half Moon Bay,0,US,1659931988,81,37.4636,-122.4286,67.44,13.8
Poshekhon'ye,40,RU,1659931988,91,58.4993,39.1353,56.62,4.38
Riyadh,5,SA,1659931857,23,24.6877,46.7219,93.34,2.89
Narva-Jõesuu,99,EE,1659931989,79,59.4589,28.0408,59.0,6.73
Carupano,52,VE,1659931989,90,10.6678,-63.2585,76.68,6.4
Port Hardy,16,CA,1659931989,90,50.6996,-127.4199,60.78,11.48
Turangi,81,NZ,1659931990,72,-39.0,175.9333,51.78,3.02
Zyryanka,44,RU,1659931937,42,65.75,150.85,80.65,11.63
Shetpe,100,KZ,1659931990,21,44.1667,52.1167,80.22,4.59
Vardø,20,NO,1659931990,87,70.3705,31.1107,49.98,10.36
Buraidah,17,SA,1659931991,20,26.326,43.975,96.64,9.46
Itoigawa,86,JP,1659931991,68,37.0333,137.85,90.01,3.22
Belaya Gora,61,RU,1659931992,41,68.5333,146.4167,71.67,6.76
Nadym,16,RU,1659931992,47,65.5333,72.5167,79.14,9.8
Ladybrand,27,ZA,1659931992,58,-29.1945,27.4574,43.83,4.43
Falun,77,SE,1659931993,72,60.6036,15.626,49.95,2.51
Casay,96,PH,1659931993,64,9.8204,123.5496,84.65,0.72
Agadez,48,NE,1659931993,19,19.75,10.25,89.13,7.83
Nelson Bay,63,AU,1659931994,83,-32.7167,152.15,61.0,11.99
Faanui,75,PF,1659931994,69,-16.4833,-151.75,76.41,26.22
Pisco,75,PE,1659931994,82,-13.7,-76.2167,59.05,3.44
Puerto Baquerizo Moreno,57,EC,1659931995,79,-0.9,-89.6,68.4,11.54
Arlit,96,NE,1659931995,36,18.7369,7.3853,90.75,11.18
Valdosta,0,US,1659931975,94,30.8327,-83.2785,73.35,0.0
Tefé,51,BR,1659931995,84,-3.3542,-64.7114,75.27,1.77
Khanbari,34,NP,1659931996,72,27.3747,87.2039,83.46,3.56
Wamba,100,NG,1659931760,96,8.9333,8.6,70.18,1.34
Ancud,5,CL,1659931996,89,-41.8697,-73.8203,39.02,3.58
Monrovia,100,LR,1659931997,80,6.3005,-10.7969,75.52,8.43
Marsá Maţrūḩ,0,EG,1659931997,80,31.3525,27.2453,75.65,8.39
Terney,100,RU,1659931997,81,45.0503,136.6092,78.13,5.01
Muisne,98,EC,1659931998,89,0.6,-80.0333,73.78,6.64
Madimba,77,TZ,1659931998,90,-10.4,40.3333,67.06,7.52
Botou,100,CN,1659931998,86,38.0667,116.5667,77.43,15.57
Auki,100,SB,1659931998,85,-8.7676,160.7034,79.68,5.01
Evensk,96,RU,1659931938,74,61.95,159.2333,61.66,6.04
Saint-Paul,13,RE,1659931999,76,-21.0096,55.2707,73.36,1.79
Te Anau,52,NZ,1659931999,84,-45.4167,167.7167,38.66,5.75
Misratah,0,LY,1659931929,68,32.3754,15.0925,80.98,7.27
Tema,76,GH,1659932000,80,5.667,-0.0166,73.62,12.41
Kasongo,6,CD,1659932000,43,-4.45,26.6667,71.06,2.3
Mitsamiouli,13,KM,1659932000,68,-11.3847,43.2844,75.24,9.31
Presidente Médici,75,BR,1659931930,65,-11.1753,-61.9014,77.72,0.98
Leningradskiy,99,RU,1659931720,95,69.3833,178.4167,32.9,19.64
Vanavara,45,RU,1659931962,46,60.34,102.2797,66.33,8.81
Okha,100,RU,1659932001,95,53.5739,142.9478,55.2,23.17
Port Pirie,0,AU,1659932001,43,-33.1833,138.0167,59.68,5.82
La Antigua,99,CO,1659932002,97,6.7153,-76.079,59.72,0.81
Juan de Ayolas,100,PY,1659932002,88,-27.4,-56.9,57.18,6.11
Tegul'det,99,RU,1659932002,51,57.3064,88.1667,72.25,4.92
Tuatapere,13,NZ,1659931737,69,-46.1333,167.6833,41.88,12.15
Adrar,54,MR,1659932003,30,20.5022,-10.0711,94.53,9.15
Kloulklubed,92,PW,1659932003,79,7.0419,134.2556,82.9,17.65
Novobirilyussy,95,RU,1659931870,52,56.9514,90.6661,71.8,2.35
Noumea,54,NC,1659931707,99,-22.2763,166.4572,78.01,12.28
Lynn Haven,0,US,1659931864,96,30.2455,-85.6483,75.97,4.61
Ullapool,73,GB,1659932004,92,57.8987,-5.1604,54.45,6.29
Ţahţā,1,EG,1659932004,32,26.7693,31.5021,83.35,5.64
Marabu,86,MY,1659932004,62,4.4148,114.0089,86.7,5.68
Bruneck,98,IT,1659932005,93,46.7958,11.9364,61.95,2.3
San Miguel de Cozumel,40,MX,1659932005,89,20.5083,-86.9458,78.87,0.0
Santa Inês,5,BR,1659932005,88,-3.6667,-45.38,71.58,3.96
Barranco,100,PA,1659932006,92,9.5167,-82.7,77.92,2.73
Bonavista,92,CA,1659932006,92,48.6499,-53.1147,66.25,20.94
Ilorin,100,NG,1659932006,89,8.5,4.55,71.19,8.79
Calvillo,99,MX,1659932007,66,21.85,-102.7167,68.94,9.37
Baker City,0,US,1659931744,40,44.7749,-117.8344,74.59,4.61
Santa Helena,60,BR,1659932007,99,-2.2311,-45.3,70.41,1.9
Seoul,100,KR,1659931992,97,37.5683,126.9778,80.2,11.5
Manta,100,EC,1659932008,88,-0.95,-80.7333,69.58,4.61
Marabá,0,BR,1659932008,100,-5.3686,-49.1178,73.58,0.0
Montepuez,2,MZ,1659932008,95,-13.1256,38.9997,58.69,4.47
Hobyo,15,SO,1659932009,79,5.3505,48.5268,76.19,23.82
Laguna,0,US,1659932009,57,38.421,-121.4238,80.46,10.36
Vaitape,77,PF,1659932010,69,-16.5167,-151.75,76.37,26.26
Rodino,50,RU,1659932010,43,52.5,80.25,75.63,7.38
Kirkenær,54,NO,1659932010,96,60.4564,12.0582,50.23,1.3
Rossosh',60,RU,1659932011,47,51.1209,38.5116,70.81,1.86
Bingöl,0,TR,1659932011,40,38.8847,40.4939,76.35,4.12
Zhigansk,65,RU,1659932011,67,66.7697,123.3711,59.18,13.76
Lata,0,PT,1659931763,90,40.1629,-8.3327,59.22,0.43
Vao,4,NC,1659932012,81,-22.6667,167.4833,72.36,17.74
Mareeba,75,AU,1659932012,64,-17.0,145.4333,75.92,6.15
Barranca,82,PE,1659932012,84,-10.75,-77.7667,60.76,8.03
Poum,3,NC,1659932013,76,-20.2333,164.0167,75.15,16.62
Yamada,100,JP,1659932013,64,39.4667,141.95,86.4,11.03
Port Hueneme,0,US,1659932013,78,34.1478,-119.1951,88.25,6.91
Ixtapa,100,MX,1659932014,74,20.7,-105.2,83.43,0.0
Bonthe,85,SL,1659932014,87,7.5264,-12.505,75.61,7.9
Baiyin,63,CN,1659932014,43,36.5583,104.2081,84.09,6.71
Andenes,75,NO,1659932015,81,69.3143,16.1194,52.93,10.36
Aitape,56,PG,1659932015,78,-3.1374,142.3475,83.41,8.61
Venado Tuerto,78,AR,1659932016,83,-33.7456,-61.9688,46.76,9.01
Zhezkazgan,0,KZ,1659932016,43,47.8043,67.7144,73.38,17.9
Esmeraldas,15,BR,1659932016,46,-19.7625,-44.3139,67.06,4.29
Stykkisholmur,82,IS,1659932017,85,65.0757,-22.7297,49.35,20.07
Kenai,20,US,1659931956,75,60.5544,-151.2583,57.02,25.32
Arica,100,CL,1659932017,72,-18.475,-70.3042,59.23,4.61
Valle Hermoso,83,MX,1659932017,69,25.6667,-97.8333,82.89,10.56
Cairns,75,AU,1659931988,65,-16.9167,145.7667,80.55,14.97
Los Llanos de Aridane,75,ES,1659932018,83,28.6585,-17.9182,67.75,13.8
Changqing,100,CN,1659932018,78,36.5575,116.7272,86.83,6.51
Konstantinovka,33,RU,1659932018,54,49.6167,127.9833,68.05,15.9
Pangoa,66,PE,1659932019,99,-12.1167,-73.0,65.37,2.53
Neiafu,20,TO,1659932019,78,-18.65,-173.9833,81.28,10.36
Ossora,100,RU,1659932019,59,59.2353,163.0719,64.2,5.41
Barabinsk,76,RU,1659932020,70,55.3571,78.357,64.71,10.85
Malbork,80,PL,1659932020,77,54.0359,19.0266,60.12,1.77
Merthyr Tydfil,5,GB,1659932020,83,51.7479,-3.3778,58.28,4.03
Benjamín Hill,89,MX,1659932021,69,30.1667,-111.1,75.78,14.05
Yeppoon,0,AU,1659932021,38,-23.1333,150.7333,71.38,5.46
Ilhabela,100,BR,1659932022,93,-23.7781,-45.3581,68.27,6.13
Tàrrega,55,ES,1659931787,64,41.647,1.1396,71.19,4.38
Severiano Melo,18,BR,1659932022,71,-5.7772,-37.9578,73.17,12.26
Masuguru,30,TZ,1659932022,85,-11.3667,38.4167,64.27,1.25
Storforshei,75,NO,1659932023,100,66.4043,14.5233,49.66,0.0
Saint Anthony,100,US,1659932023,94,45.0205,-93.218,65.25,14.97
Hambantota,90,LK,1659932023,70,6.1241,81.1185,82.29,19.77
Isla Mujeres,91,MX,1659932024,83,21.2311,-86.731,77.16,8.99
Anadyr,75,RU,1659932024,49,64.75,177.4833,50.49,20.13
Dauphin,13,CA,1659932024,70,51.1494,-100.0502,64.06,9.71
Darhan,22,MN,1659932025,51,49.4867,105.9228,68.92,3.33
Jieshi,81,CN,1659932025,75,22.8134,115.8257,84.65,15.43
Asău,12,RO,1659931938,95,46.4333,26.4,63.52,2.75
Nieuw Amsterdam,80,SR,1659932025,81,5.8833,-55.0833,81.01,6.4
Nandikotkūr,100,IN,1659932026,87,15.8667,78.2667,75.25,15.52
Weatherford,78,US,1659932026,44,32.7593,-97.7972,90.12,11.97
Arecibo,97,PR,1659932026,95,18.4724,-66.7157,82.26,1.01
Chimoio,0,MZ,1659932027,91,-19.1164,33.4833,53.65,2.28
Lauria,4,IT,1659932027,55,40.0465,15.8358,71.1,4.81
Iskateley,91,RU,1659932027,78,67.6803,53.1512,56.34,12.19
Fertőrákos,86,HU,1659932028,64,47.7202,16.6504,63.81,9.08
Semnan,1,IR,1659932032,27,35.5729,53.3971,88.0,4.05
Soverato Marina,19,IT,1659932032,64,38.685,16.5499,78.15,6.35
Salym,100,RU,1659932032,48,60.0625,71.4789,71.56,4.23
Distrikt Brokopondo,87,SR,1659932033,87,4.75,-55.1667,77.05,6.4
Galesong,40,ID,1659932033,64,-5.3166,119.3661,87.82,12.55
Gawler,1,AU,1659932033,55,-34.6,138.7333,61.14,5.26
Burnie,23,AU,1659932034,60,-41.0667,145.9167,52.95,4.65
Weymouth,75,US,1659932035,87,42.2209,-70.9398,80.47,12.66
Pimenta Bueno,57,BR,1659932035,80,-11.6725,-61.1936,74.43,1.7
Bac Lieu,100,VN,1659931869,66,9.285,105.7244,85.15,11.77
Verkhnyaya Inta,0,RU,1659931856,53,65.9811,60.3094,75.65,15.12
Ulladulla,12,AU,1659932036,56,-35.35,150.4667,57.4,10.04
Otavi,19,NA,1659932036,28,-19.65,17.3333,60.3,6.93
Wajima,99,JP,1659931797,74,37.4,136.9,84.88,20.33
Nioro,97,GM,1659932036,96,13.35,-15.75,73.22,3.02
Weligama,94,LK,1659931958,77,5.9667,80.4167,80.67,12.19
Insar,6,RU,1659932037,55,53.8653,44.3738,71.11,2.26
Altamira,40,BR,1659932037,89,-3.2033,-52.2064,71.98,3.11
Ayorou,94,NE,1659932037,54,14.7308,0.9174,85.03,6.46
Mainburg,75,DE,1659932038,82,48.65,11.7833,55.44,2.3
Bad Doberan,33,DE,1659932038,95,54.1071,11.9005,59.99,6.22
Kodinsk,19,RU,1659932038,55,58.6881,99.1844,71.33,4.79
Ponta Delgada,40,PT,1659932039,88,37.7333,-25.6667,70.52,1.14
Bonnyville,8,CA,1659932039,82,54.2668,-110.735,62.96,6.64
Vila Velha,20,BR,1659932039,88,-20.3297,-40.2925,75.15,12.66
Doha,0,QA,1659931904,75,25.2867,51.5333,93.51,4.61
Golden,75,US,1659931801,91,39.7555,-105.2211,66.15,7.0
Aklavik,75,CA,1659932040,65,68.2191,-135.0107,56.79,7.52
Naryshkino,99,RU,1659932040,81,52.9678,35.7268,65.7,5.79
